review,sentiment,label,predicted_label,predicted_sentiment,negative_probability,positive_probability,confidence,correct
"I never saw the original 1954 version with Judy Garland, so have no means of comparison. Also, it's been some years, but I found this tale neither gripping nor its romance captivating. The movie tells the story of two lovers whose musical careers are headed in opposite directions. John Norman Howard is a worn out, disillusioned rock star on the decline, embarking upon a romance with a fresh, talented new singing sensation, Esther Hoffman. Her dramatic success only serves to emphasize his decline.<br /><br />The lead actors, Kris Kristofferson and Barbra Streisand, are adequate in their roles, but neither their chemistry nor the plot left much of a mark with me. The film is noteworthy to me for only one aspect, Streisand's beautiful rendition of the Oscar winning song 'Evergreen'. She truly has a powerful and magnificent voice.",negative,0,1,positive,0.03897507,0.96102494,0.96102494,False
"I don't know why people except a lot from low budget indie films but I enjoyed this one as I'm a fan of urban horror. There's not too many urban horror movies out there so when I saw this one on the shelf, just the title alone peaked my curiosity. So I decided to check it out and I was surprised...it's not too often you run into a low budget indie horror film with GREAT acting and a good story. Is it low budget? yes. Can you tell that it's low budget? Yes...but once you start watching the movie you become so wrapped up in the story that it doesn't matter. I like hip hop music too and the soundtrack is nice! I don't know what's up with all these bad reviews for this film. All I hear is ""worst movie ever"". Have these idiots seen EVERY movie out there? There's thousands of movies out there, how can you categorize one as the ""worst"" ever? A video not ""movie"" like ""zombiez"" may be the worst film I ever SEEN but I can't say that it's the worst movie EVER since I haven't seen every movie out there. Bottom line these people who gave this movie bad reviews are probably from the suburbs. Listen, if you don't like minority based, urban films, the ghetto films, hip hop,etc then WHY WATCH THESE TYPES OF MOVIES???!!! knowing that you don't like this type of stuff? Sure, this is a horror film but it's not just a horror film but it's an URBAN horror film with a multi-cultural based cast. I don't like TV shows like Dawson's Creek or the O.C., THEY SUCK to me. Films like ""Garden State"", ""Wedding Crashers"" and ""I heart huckabees"" SUCK to me. I'm a guy from New Jersey and these shows and movies suck to me. Why? Because I can't relate to them. They don't peak my interest. Just common sense. Believe me, I will never watch GARDEN STATE 2: GARDEN SALAD, WEDDING CRASHERS 2: Here's a sequel to torture you again since the first sucked so bad and I HEART HUCKABORING. Now back to this movie, in regards to saint405's comment above, I don't know if this guy was smoking crack or got knocked ""stupid"" by his drunken dad before he watched the movie but to me, everyone did a great job. The actor who played Ricky (I forgot his name) did a VERY good job. I'm an aspiring actor myself taking theater at my school and I had to do a play where I had to cry and it's not easy to be emotional in a scene so I give props to actors who have to do an emotional scene and can pull it off. Anywho, I liked this movie and never heard of these actors and directors before but you bet I'll be looking out for their stuff for now on and if they are reading this, BRING ON THE SEQUEL!!! I'm out. Jerzee Representin'!",positive,1,0,negative,0.95987505,0.040124953,0.95987505,False
"The word honor should be erased from the vocabularies of all nations. It aggravates male dumbness and is responsible for the death of millions of innocent people. Anybody who does not agree should not care to continue reading this comment.<br /><br />As can be expected with these screenwriters, Yakuza is an engaging crime thriller with quite a lot of respect for the ethnical background against which it is acted out. Friends of gore and violence will not be disappointed either, but especially towards the end violence becomes somewhat pointless, redundant and downright silly. Contrary to other reviewers I found Robert Mitchum's performance not very good. This is an actor who definitely did not improve with age. He looks like a tired janitor (it does not go too well with the part), and his air of detachment which made him such an impressive screen presence in earlier years comes through as either confusion or lack of interest. Ken Takakura and Richard Jordan are very good as man of honor and young, intelligent, feeling thug respectively.<br /><br />The best way to stand this movie is seeing it as a tragic comedy. Things are set in motion by the Mitchum character's asking the Takakura character a favor based on wrong assumptions. The error quickly becomes evident, but the sense of honor demands they must not back off. So they start sneaking around, shooting in all directions, wielding swords and wrecking their friend's arty apartment (although the guy pleads with them stop it, please"" all through the corresponding fight). Bodies start piling up and the story ends with Mitchum's character making his point: If YOU give HIM YOUR little finger, I will give YOU MINE. Well, it's the least he can do, can't he? So he pulls out a knife, takes a resigned breath and starts sawing off said extremity (outside the frame, luckily). It was a moment which probably should have been solemn. It just made me laugh.<br /><br />The use of locations is very good in this movie. I particularly liked the scenes filmed in and around the International Conference Hall on Lake Takaragaike, an interesting futuristic building by architect Sachio Otani (the Kyoto protocol was signed there). To me the presentation of architecture seems better here than in Sydney Pollack's more recent documentary Sketches of Frank O. Gehry which is about architecture and nothing else.",negative,0,1,positive,0.0415011,0.9584989,0.9584989,False
"I can't believe this is on DVD. Even less it was available at my local video store.<br /><br />Some argue this is a good movie if you take in consideration it had only a 4000$ budget. I find this funny. I would find it very bad whichever the budget.<br /><br />Still more funny, I read the following in another review: ""Dramatics aside, if you love horror and you love something along the lines of Duel (1971) updated with a little more story and some pretty girls thrown in, you'll love this movie.""<br /><br />What?!? This is a shame comparing those two movies.<br /><br />I give a ""1"", since I can't give a ""0"". I just don't see any way this movie could be entertaining.",negative,0,1,positive,0.042048372,0.9579516,0.9579516,False
"This 1934 adaptation of Somerset Maugham's novel put Bette Davis on the map as a movie actress. She might have won an Academy Award for her performance but the films was made on loan, so her studio didn't push for her. Her acting in this one doesn't come off well by today's standards. As the heartless waitress who jerks Philip, a sensitive medical student, around and nearly ruins his life, Davis is way too shrill, almost demonic. Director John Cromwell, who usually elicited good performances from his actresses, was perhaps overwhelmed by this one. Davis is watchable, for sure, but so strident and predatory as to seem scarcely human. I imagine the character of Millie as quieter, less feminine than Davis, with maybe a touch of the tomboy. Davis is such a strong, immediate presence that's there's no air of mystery to her, which makes Philip's attraction to her seem more overtly masochistic than it should be.<br /><br />As Philip, Leslie Howard is excellent. His wan, somewhat wilted good looks are perfect for this failed aesthete. Nor does he impose a personal interpretation on the part, as, say, Dirk Bogarde might have done, which gives his work a rare clarity. He seems completely in control here, as he should be, playing a man with a rational intellect who is in the grip of irrational emotions he cannot manage or even fully satisfy, as the object of his affections moves him in ways he cannot understand. Howard was a fine actor, too often cast in standard romantic parts which compelled him to fall back on charm, which he doesn't use here.<br /><br />It's been so long since I've read the book I don't feel comfortable commenting on the movie's faithfulness to it. I think it captures the spirit of the story well enough, and that it has in Howard a perfect Philip Carey. The sexual undercurrents are muted, and at times Philip behaves so masochistically that in the absence of strong sex feelings makes one wonder about the character's sanity, surely not Mr. Maugham's intention. Thanks to Howard's performance, Philip remains firmly in focus, as one can see in his various responses to and yearnings for Millie the extremes to which a reasonable intellect will go to understand the irrational, in himself and in others. <br /><br />Overall, a very good film, a little stilted at times, due to its age, it evokes London nicely, and is well acted for the most part.",positive,1,0,negative,0.9570375,0.04296247,0.9570375,False
"The show is really funny. Nice theme. Jokes and one liners are really good. With little extra tuning it can become a very popular show. But the only major negative point of this show is the cast. David Spade does a great job as Russell, Megyn Price does a good job. But who the hell did cast Patrick Warburton, Oliver Hudson and Bianca Kajlich.<br /><br />Technically Russell and Jeff are the main characters of the show, which make viewers wanna watch the show. Russell is a playboy and Jeff is a kind of frustrated family man, The relationship wiz... with an experience of all the problems a married couple face in a relationship.<br /><br />Patrick Warburton - does a horrible job as Jeff, he is not at all suited for the role. He is like a robot, literally there is no punch in his dialog delivery. <br /><br />Cast is really very important for viewers to like it. The bad acting certainly will take the show downhill...",positive,1,0,negative,0.95659363,0.04340633,0.95659363,False
"What can you say when you see a good French movie which tries to draw a suspenseful story in line with the social background of the characters? The major point is we believe in those characters and once they've met each other we want them to stay together. It's simple and really efficient. The background story is less important. Why does the screenplay go on the side of a half-developed thriller? It helps not to get stuck in those social demonstrations most French film-jerkers like to make. Not too much ambition, right: Sur mes lèvres is only an entertaining French film with good characterization.<br /><br />For all the clever noir points in the screenplay the end is by far too easy. It goes quite as easy as in Rear Window (an obvious reference and definitely not a noir film) but with a less compelling context. Where I am amazed it's to see that the character of the probation officer has not been erased. He brings very little to the story; when he appears alone we wonder if we've not missed a part before. Jacques Audiard is not a new-comer yet. Strange and weird.",positive,1,0,negative,0.9539232,0.046076804,0.9539232,False
"There is absolutely no doubt that this version of Tarzan is the closest to Burroughs' vision. While he gladly collected his royalties from the films produced during his lifetime, he frequently made it clear that they were little more than the bastard children of his tales. The film studios' ludicrous obsession with casting Olympic swimmers as Tarzan was beyond laughable. I guess we should consider ourselves lucky that they did not set their sights on shot-putters. <br /><br />Prior to this film, the most faithful adaptations were in comic strips and comic books. As fine as some of these were, we had to wait seven decades for a filmmaker with the integrity to respect the character as he had been created.",positive,1,0,negative,0.953188,0.04681203,0.953188,False
"Some will say this movie is a guilty pleasure. I loved this flick but I don't feel guilty about it. You can tell the whole cast and crew had fun making this movie. But Jack Frost 2 won't go over well with some people. Right from the beginning you can tell this movie will be cheesy and it definitely has an amateurish look to it. Well, if you get the privilege to watch this movie, after watching it remember that Jack Frost 2: Revenge of the Mutant Killer Snowman is a pleasure, not a guilty pleasure. Now, because I can't fill up ten lines heres some great scenes: <br /><br />**SPOILERS** <br /><br />The three women on the beach had great deaths. The first one had Jack in a tree trying to drop icicles on one of them. He kept missing so he dropped an anvil on her. The next woman fell on a bed of icicles. The last one was stabbed in the eyes with tongs.<br /><br />The other great one was where two surfers stoners are hanging out near a frozen pole. One of them gets their tongue stuck on it (of course). Jack Frost pulls him back a rips his tongue off while saying ""COWA-TONGUE-A DUDE!"". Well, you have to see it for yourself.<br /><br />And of course, the snowball children kicked ass.<br /><br />**END SPOILERS**<br /><br />infinity stars",positive,1,0,negative,0.95305705,0.04694293,0.95305705,False
"An enjoyable movie, without a doubt, and very evocative of both its era and that very particular stage in any boy's 'rites of passage'. But I have to say that having read the very positive comments here, I was a bit disappointed. The period was captured, but the plot was desperately thin. The whole thing revolves around the most egregious bit of miscasting in the history of school plays. The idea that quack quack would ever be chosen to play not only one of only three star turns, but a philanderer, is risible. And without that, nada. The sub-plots bore no relation that I could see to the main plot - all of them could be removed in their entirety without in any way affecting the main story - which surely suggests a fundamental flaw. When all your sub-plots look like padding, you know a central idea is being stretched beyond its limits. Nevertheless, it's a benign movie with its heart in the right place, there are some fine performances, and you just get the feeling that everyone involved felt deflated at the final 'cut!' That good feeling permeates the film. And that has to count for something. A flawed really quite good movie. 7 out of 10.",positive,1,0,negative,0.95208645,0.047913533,0.95208645,False
Nothing great here but a nicely acted story about an abused deaf wife (Fonda) of a small time crook (Bochner)who gets involved with one of her husband's plans and his mistress. Sutherland and Weber are cops drawn into what turns out to be a unmysterious murder investigation and the story just flows along.,positive,1,0,negative,0.95208645,0.047913533,0.95208645,False
"There is no real story the film seems more like a fly on the wall drama-documentary than a proper film so this piece may in itself be a spoiler. Teen drama about 3 young Singaporean kids (very similar to UK chavs) who play truant from school, run with gangs, get into fights, insult people on the street, get tattoos, hang about doing nothing, etc. etc, They generally imagine themselves to be hard and every so often shout challenging rap chants into the camera. Filmed in MTV style, fast cuts, crazy camera angles, tight close ups and animation interludes. The dialogue might have been crisper in the original languages of Mandarin and Hokkien than in the subtitles and I have no doubt that some of the contemporary Singapore references will slip over Western heads as well as the cultural and political context unless of course you are familiar with Singapore. This kind of teen film may be a first for Singapore but it has been done before and done better in other Western countries, La Haine (1995) for example.",negative,0,1,positive,0.048271187,0.9517288,0.9517288,False
"The pilot of Enterprise has one thing that has been lacking since the original Star Trek: A dose of realistic, flawed personalities. The Utopian characters of the Next Generation got tiring, they were so noble as to be unbelievable. I also like the sub-plot that humans are bitter toward the Vulcans. Its funny seeing them as pretentious snobs. It makes me look forward to seeing when the humans become the dominant race between the two, though I don't think it would work in the time frame of the show. The only negatives that jumped out at me were the ""quick cut off the ending at 2 hours"" feel of the end, which is common among many of the Trek shows. The second was the shameless dig for ratings by a couple of senselessly sexy scenes. It was out of place, a good science fiction show should be able to stand on its own without trying to pad the pre-teen audience with some skin. But its not my job to make the show profitable, so oh well.<br /><br />Lets see how the next episode does.",positive,1,0,negative,0.9510059,0.0489941,0.9510059,False
"This film isn't a comedy, its an expose. I've always hated dog shows, considering the ridiculous get-ups people put their dogs in and the idiotic names they give them. Hence, the reason for my uncontrolled cackling while watching this film. I get a kick out of something being taken so seriously, even though the gains are small and insignificant. It's like miniature golf, or jump roping championships or the need to set some obscure world record. The acting was much more refined in this film than Waiting for Guffman, and its mainly due to the more fluidity of the characters, who seem more comfortable with their specific acting partners in this film than the previous. Eugene Levy was great, as was Michael McKean and Fred Willard. However, it was the dogs who eventually stole the show. But then again, who wants to see a bunch of humans in a film about dogs anyway.",positive,1,0,negative,0.9499951,0.050004896,0.9499951,False
"I'm a Boorman fan, but this is arguably his least successful film. Comedy has never been his strong suit, and here his attempts at screwball farce are clumsily done. Still, it's almost worth seeing for Boorman's eye for talent: this is one of Uma Thurman's first starring roles, and as always she is ravishing to watch. (On a sad side note, Boorman wrote the script with his daughter, Telsche, who died a couple years ago.)",negative,0,1,positive,0.051845472,0.94815457,0.94815457,False
"Contrary to most other commentators, I deeply hate this series.<br /><br />It starts out looking interesting, with mysterious aliens and giant robots, and I kept my hopes up until the very last episode. At the end of it, I still didn't understand what the alien attacks were all about (maybe I missed something, who knows?), and realized that I had sat through 26 episodes consisting mainly of the characters' own self-hating, selfishness and self-pitying. It actually flips between alien/robot fights and these dark, depressing blinking-on-and-off scenes where one or more characters can just say or shout ""I hate me/you/it"" 10-12 times in a row.<br /><br />I can't really see either Shinji or Asuka (two of the main characters) showing growth or change. (Nor can I see any of the other characters learning or growing either, for that matter.) I wanted to kick them and tell them to get a bloody life during the first episodes, and the feeling didn't change during the last ones. Shinji truly possesses the kind of helpless hopelessness that makes people angry rather than charitable, and Asuka is such an infuriating know-it-all that I wanted to smash the TV screen every time she came into view. Oh, and more than anyone else, these two hate everything, and say it veeeeeeeery often.<br /><br />I'm otherwise a big fan of animé and manga, and never before have I disliked one so much. I read that the series creator/writer wrote this while suffering from a depression, and I can believe that; it made me depressed to watch it. Is that the aim of this series? I'm honestly asking. Is it designed to make the viewer confused and annoyed? And if suffering from a depression, why just not write a book or biography about it, instead of mixing it up with aliens and mecha's? This alien war plot, as far as I could tell, lead to absolutely nowhere.<br /><br />Finally, since I'm truly fascinated by how many people claim to love this patchwork of dead-end plots, I can't help but wonder how many of them actually find it good, and how many say they do because they've been told it is.",negative,0,1,positive,0.052765187,0.9472348,0.9472348,False
"The problem with this series is that it is too real. I am watching it on Amazon ""Unbox"" and having just finished episode 2 I hate, absolutely hate, Fark, the leader of the Cell. I cannot recall any television series ever having this emotional impact. Remember the old tag line for horror movies ""Just keep telling yourself its only a movie""? Well I find myself repeatedly reminding myself that its ""only TV"". But of course it isn't only TV is it? The possibility of a cell such as the one portrayed here actually operating in the United States is certainly within the range of plausibility. That's what gives this program its vicious authenticity. And that's why I hate it so much.",positive,1,0,negative,0.9465473,0.05345272,0.9465473,False
".....whoops - looks like it's gonna cost you a whopping £198.00 to buy a copy (either DVD or Video format)from ITV direct.<br /><br />Ouch.<br /><br />Sorry about this, but IMDB won't let me submit this comment unless it has at least 10 lines, so...........<br /><br />blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblahblah blahblah !!<br /><br />",positive,1,0,negative,0.9465473,0.05345272,0.9465473,False
"The movie starts out with a bunch of Dead Men Walking peeps sitting in individual cells, waiting for their inevitable meeting with death represented by the electrical chair.<br /><br /> Then our ""hero"", who is called Tenshu, is taken to the chair, he's zapped, and then....he's still ""Alive"". AHA ! He is given a choice by some creepy military guys who look really cool : Either we zap you until we've made sure you're actually dead OR you can walk through this door and take whatever destiny might lie ahead of you"". Our hero says yes to option 2, and then the actual story commences.<br /><br /> He wakes up in a different sort of cell (very high-tech and very big), where he finds another cell-mate, who also managed to survive the electric boogie-ride. A voice in the speakers tells them that they are free to do whatever they wish, as long as it happens within that room. Sounds a little suspicious, but the two men accept : What else can they do ?<br /><br /> What these two men do not know is that they have been set together, so they can awaken an inner urge to kill within them. Basically the unknown scientists in the background p**s them off until they decide that they should kill each other. Sounds weird ? Indeed, but there's a greater purpose to all of this. THIS is the part which should not be revealed, and so it shall remain unrevealed.<br /><br /> But fear not, it is the unknown that lures the viewer to watch more of this pseudo-action movie, fore it has an entirely different approach to the question : How long time can you stand being with a man who's an S.O.B. and would you kill him to obtain freedom ?<br /><br /> The first hour is basically trying to awaken your interest, it sneaks up without you actually knowing it. Then it becomes a roller coaster ride with WILD Matrix-like action fight-scenes with a touch of individuality to honor the comic book from which the movie is based upon.<br /><br /> The movie is indeed very special, so special that normal cinemas won't view it under normal circumstances. However, the story is fascinating, the music is fantastic, and the actors do their bit (some more than others) to make the movie truly unique.<br /><br /> If you should be so fortunate that your cinema or video store has it, watch it, and enjoy the fact that not everyone is trying to make mainstream movies to earn huge bunches of cash.<br /><br />",positive,1,0,negative,0.94539934,0.054600604,0.94539934,False
"Through its 2-hour running length, Crash charts the emotional anguish of its 10-odd ensemble of characters when faced with the sometimes blatant and sometimes latent forms of racism underlying in American society. That and the emotional anguish of one of its audiences sitting near the front and desperately trying to make sense of what movies have become these days.<br /><br />The era we live in has become so complicated. Not only do we reject modernism, even the not very enthusiastic flag-waving of post-modernism ideas is always being shot down by what, post-post-modernism that aims to destroy all these ideas, all in no part thanks to the great destructivist ideas of those great 'thinkers'. But I digress. This has nothing much to do with the what the movie is about, but rather what the movie is.<br /><br />Sure, it seems hard to earn a living in a Hollywood that has to cater to a market that is so post-post-post everything that cynicism has become more than just a motto in life. It has become part of everything we do and part of everything we think of whether we like it or not. And so a new studio product is born! Indie films, which once were energetic and idealistic in its defiant experimentalism now seem to be as equally adamant as Hollywood films to sell to indie film markets. An indie film must sell at Sundance before becoming 'acclaimed'. And so nothing is simple anymore. Even what constitutes a good film becomes so murky. Whereas in the past filmmakers just wanted to entertain people and tell a good story--and in these seemingly simplistic attempts the greatest of films are borne--filmmakers nowadays have to make films that are good first and foremost; films have to make people think, have to be meaningful, has to be provocative, raise questions, yadda yadda yadda. What it all boils down to, is a subversion of the Hollywood movie system, but this subversion seems strangely similar to the formulaic similarity of Hollywood films, the countless ways of differing to essentially be the same product.<br /><br />And I haven't even begun on the film yet. Maybe I've become too picky on films I see these days. Maybe it's because of my primary need to be entertained, rather than, say, be probed when seeing a movie. But hell, this movie is one big load of crap. And I'm repulsed by this movie not just because it follows the How to Make a Good Movie Good 101 guidebook to the T--characters spout eloquent lines and are sooo witty like they're gifted with the speech of God; it raises issues about racism and life confronting racism in America; it has 'touching' moments where everyone discovers more about themselves and more about other people; not to mention the fact that once you hear the ambient/new age soundtrack of women singing in high registers in foreign languages, you know you're in for all of the above traits.<br /><br />And something about the aforementioned point--about it raising questions about immediately-compelling issues like racism--pisses me off big time. Like all post-post-post-post-post everything movies, it doesn't contend with just having a message about this issue. Because oh, our audiences are much to intelligent for that these days in this post-post-post-post world. Our audiences want us to make them think, doesn't want us to put things so simplistically, (and then they will go into existentialist crap and say) that's because life itself isn't simplistic. Ha ha ha. What other common drill do we here then the audience need to think about issues rather than have them fed to them. Okay, okay, and okay. So the film makes it a point to pound the audiences with these non-messages and since they're not exactly a message, it's so decidedly subtle and subtle means good right? So we're being hit again and again with this well-written subtlety with the eloquence of rhetorical prose. And as if the irony is not steep enough, we have Ludicrous' character, the only character who seems to not take all these racism discussion bullshit seriously, being 'converted' into one of those irritatingly meaningful characters where he learns something in the end, giving meaningful looks and pauses where audiences are supposed to 'learn something about themselves too'. Um, yeah. How I wanted to see an incredibly racist film right after this man.<br /><br />To cut the long bullshit short, I guess I wouldn't have taken issue with the film if it wasn't so bloated in its self-importance. The angst that forms the entire movie felt more like white-boy whining than actual Spike Lee-ish anger. It's so Tim Robbins and Sean Penn, the type that wants to wave flags about humanitarianism when the only thing they don't realize is the flag they're waving is their hole-ridden underwear. Plus it's become so trendy in the post-post-post-post world to be completely subtle about it. Nothing is simple any longer. In its best efforts to actually be good, provocative, and ultimately human, it's become neither, imho, just another indie crap from an indie director that wants to make a name out of himself as a credible indie-filmmaker. Now at least Hollywood is more simple and sincere in its manipulativeness.",negative,0,1,positive,0.055874635,0.9441254,0.9441254,False
"Neil Simon's THE ODD COUPLE set up a model for many of his later plays. Felix Unger and Oscar Madison were the unsuitably paired roommates in the original, the former being picky and neat, the latter being slovenly and loose. Simon would rewrite (less successfully) the play in the 1990s as THE NEW ODD COUPLE, with female roommates. He made it a mixed couple (a woman with her daughter, and a man) in THE GOODBYE GIRLS. He also gave it an additional twist in 1973 with THE SUNSHINE BOYS, a Broadway hit starring Jack Alberson and Sam Levine as Al Lewis and Willie Clark, the aged, semi-retired Vaudevillians. Here the ""apartment"" problem is reduced to a teaming of two men who can't stand each other. The 1976 film starred Walter Matthau as Willie, and George Burns as Al.<br /><br />In actuality, Al probably does not think totally badly of Willie - Willie is pathological on the subject of Al. First Al had little habits, such as accidentally spitting slightly when pronouncing words beginning with the letter ""t"", and slightly jabbing Willie with his index finger, on stage. Secondly, Al retired when his wife died. Willie was not ready to retire (and has been forcing his nephew and agent, Ben (Richard Benjamin) to try to get him jobs in commercials. But Willie can't remember lines unless they are funny, and keeps flubbing them. So he rarely is able to stay to the end of a rehearsal for a commercial.<br /><br />Ben is asked to get the two back together for a live scene of their most famous sketch on a television show about American Comedy. He does bring Al to see Willie, and the sparks begin flying, as neither can figure out what the other is doing (and this is just in rehearsal. On top of that, Willie is insisting on changes (minor ones, but they throw off Al) such as saying ""ENTER!!!"" when Al knocks on the door. The initial rehearsal is a failure, but Ben manages to get them to the taping of the show. The question is if they will complete the scene in the finished program or will Willie wring Al's neck?<br /><br />The three leads, Matthau, Burns, and Benjamin, do very well with the one-liners, frequently reminiscent of vaudeville patter (example: ""Chest pains...I'm getting chest pains Uncle Willie. Every Thursday I come here and get chest pains!"" ""So, come on Fridays!""). Benjamin strives to prove his deep affection for his uncle, although Matthau's rough outer shell makes it difficult (he only smooths down when he discusses the glory days of vaudeville). Matthau has a little better grasp on reality (at first) than Burns, who seems senile by his repeating himself - but in actuality Matthau's sense of rejection by the world that once applauded him make him less willing to behave properly. Burns is not senile - he takes things slowly. But he seems far happier in accepting his retirement.<br /><br />I call this a final ""Voyage of Discovery"" for our modern Lewis and Clark. Al and Willie transcend their old skits, as they gradually end up realizing that they have more in common in their old age than they thought. Even the irascible Willie admits that Al may be (to him) a pain in the ass, but he was a funny man.<br /><br />Burns was not the original choice for the part of ""Al Lewis"" (supposedly Dale of the team Smith and Dale). Jack Benny was. Benny probably would have done a good job, but ill-health forced him out (he died in 1975). Burns (whose last involvement in any film was in THE SOLID GOLD CADILLAC in 1956 as the narrator) turned in such a fine performance that he got the ""Oscar"" for best supporting actor, and was to have a career in movies in the next decade in such films as OH GOD!; OH GOD, YOU DEVIL; and GOING IN STYLE. He died in 1996 age 100, having proved that he was more than just a brilliant straight man for his wife Gracie Allan.",positive,1,0,negative,0.9418149,0.058185086,0.9418149,False
"Sheltered young woman, home-schooled and possibly quite gifted, harbors a disturbed, overly-emotional side which comes to the surface after her absentee father pays her mother a visit, asking for a divorce. Directed by celebrated cinematographer William A. Fraker, this ill-titled psychological thriller falls into the trap that most films helmed by directors of photography find themselves in: each shot is composed for the utmost style, but at the sacrifice of fluid pacing and a tight, gripping narrative. Fraker (and his cinematographer, László Kovács) are very fond of gauzy whites and golden tones, giving the picture a burnished, tableaux feel. The mansion at the center of the action looks like a funeral parlor, and Fraker paces the wheezing yarn just like a funeral. Robert Shaw and Sally Kellerman (as Shaw's fiancée), two of the most interesting actors of the 1970s, manage to cut through the plastic overlay and are quite compelling despite the jagged editing (which turns their scenes into little bits of half-realized business). Sondra Locke, another interesting screen personality, seems cast for her resemblance to Catherine Deneuve in ""Repulsion"". Pale and saucer-eyed, with imposingly thick and long hair, Locke is a curious human puzzle, and she's initially quite intimidating and dangerous; however, this role is so old-hat that Locke can find nothing fresh to bring out of the deep freeze, and she flounders. Fraker allows Locke's freak-out scenes to go on and on, while Shaw (looking terrifically debonair) is put in the impossible position of playing touchy-feely daddy to her. All of this nonsense might be worth slogging through if the screenplay had been peppered with a modicum of tangibility (or, at the very least, some dry wit or humorous relief). As it is, Lewis John Carlino and Edward Hume's limp script, adapted from Stanton Forbes' novel ""Go To Thy Deathbed"", strands the viewer early on, and only the charisma of the players gets us to the finish line. *1/2 from ****",negative,0,1,positive,0.06014182,0.93985814,0.93985814,False
"...then you'd better not watch this movie. They've completely ruined the premise of the show. In the movie the Duke boys are idiots, Daisy is trampy, Roscoe is sinister, Boss Hogg is capable, Uncle Jessie is a criminal...only Cooter and Flash are true to the original characters. At least Enos is kinda close.<br /><br />At one point they open the doors to get into the General Lee -- nuff said.<br /><br />The original show may not have been great TV, but it was entertaining and the characters made sense. This movie is like Dumb & Dumber meets the Simple Life.",negative,0,1,positive,0.06019705,0.93980294,0.93980294,False
"Beautiful to watch, but what would be the first thing you would do the moment YOU discovered Atlantis? Explore it! Here was a golden opportunity to take viewers someplace special. Instead, Disney reverted to the same old formula story telling.",positive,1,0,negative,0.93891287,0.06108711,0.93891287,False
"This film is about a gap that exists between the real world and the world of the dead. There's a lot of mumbo-jumbo about the internet (i.e., if you install a program on the computer, you see dead folks--much like if you play a videotape you'll die in RINGU). Frankly, most of this seemed rather silly and lost me. What I did find interesting is the idea that the dead live within their own separate existence--being totally alone for eternity. This was sobering and fascinating.<br /><br />I love Japanese films and have seen a huge number compared to most Americans. However, one genre that has become popular in recent years that I just can't relate to very well are these horror films. I know they are super popular--especially since they seem to be remade so often in the States. I've seen both RINGU as well as THE RING, JU-ON and THE GRUDGE and was rather ambivalent despite their popularity. About the only recent horror film I really liked from Japan was SEANCE--a reworking of the great British film, SEANCE ON A WET AFTERNOON. And what, do I think, made SEANCE different? Well, unlike the other films as well as KAIRO, gobs and gobs of money weren't spent on special effects or trying to scare the audience--instead, the emphasis was on the story. The bottom line is that these other films are a lot like American films like HALLOWEEN or Friday 13th--with scary things jumping out just to scare the audience and plot is purely secondary (at best). For me, I want story--not cheap thrills or ghosts as the primary focus of the film.<br /><br />With a relatively high rating, I know I am in the minority, but I just don't find this a very satisfying film. All too often, minor things occur that might startle someone slightly--but the characters begin screaming and crying and acting as if to say ""this is the scariest film ever made so you'd better start shaking"". Well, I think it just tries too hard and I wish it had focused more on the afterlife seen at the end of the film and plot progression--not scare tactics.",negative,0,1,positive,0.061480366,0.93851966,0.93851966,False
"If you are under the age of 6 or 7, then you're going to really enjoy this movie. My youngest daughter is glued to the TV when she watches it. As an adult, I can't stand it!! I'm all up for sequels....when they have a decent storyline. But this is nowhere near up to standard. Please forgive me for slating what is after all a kid's film, but when you have to sit through it nearly every day when your kids who love it so much, you'll understand why. My daughter would watch this film over and over again on the same day if we let her.<br /><br />I've given this film 4 out of 10 purely for the fact that it keeps my youngest entertained.",negative,0,1,positive,0.062617026,0.93738294,0.93738294,False
